"id","cut_id","size","description","status","tags","created_by","created_at","updated_at","deleted_at"
"270","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"271","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"272","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"273","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"274","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"275","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"276","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"277","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"278","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"279","23","300","","",NULL,"","2025-10-18 14:54:59","",""
"280","24","300","","",NULL,"","2025-10-18 14:54:59","",""
"281","24","300","","",NULL,"","2025-10-18 14:54:59","",""
"282","24","300","","",NULL,"","2025-10-18 14:54:59","",""
"283","24","100","","",NULL,"","2025-10-18 14:54:59","",""
"284","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"285","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"286","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"287","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"288","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"289","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"290","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"291","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"292","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"293","25","300","","",NULL,"","2025-10-18 14:54:59","",""
"294","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"295","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"296","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"297","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"298","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"299","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"300","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"301","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"302","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"303","26","300","","",NULL,"","2025-10-18 14:54:59","",""
"304","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"305","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"306","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"307","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"308","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"309","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"310","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"311","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"312","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"313","27","300","","",NULL,"","2025-10-18 14:54:59","",""
"314","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"315","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"316","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"317","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"318","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"319","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"320","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"321","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"322","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"323","28","300","","",NULL,"","2025-10-18 14:54:59","",""
"324","29","250","","",NULL,"","2025-10-18 14:54:59","",""
"325","29","250","","",NULL,"","2025-10-18 14:54:59","",""
"326","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"327","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"328","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"329","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"330","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"331","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"332","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"333","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"334","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"335","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"336","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"337","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"338","30","300","","",NULL,"","2025-10-18 14:54:59","",""
"339","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"340","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"341","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"342","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"343","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"344","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"345","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"346","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"347","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"348","31","300","","",NULL,"","2025-10-18 14:54:59","",""
"349","32","500","","",NULL,"","2025-10-18 14:54:59","",""
"350","32","500","","",NULL,"","2025-10-18 14:54:59","",""
"351","32","500","","",NULL,"","2025-10-18 14:54:59","",""
"352","32","500","","",NULL,"","2025-10-18 14:54:59","",""
"353","32","500","","",NULL,"","2025-10-18 14:54:59","",""
"354","32","500","","",NULL,"","2025-10-18 14:54:59","",""
"355","33","500","","",NULL,"","2025-10-18 14:54:59","",""
"356","33","500","","",NULL,"","2025-10-18 14:54:59","",""
"357","33","500","","",NULL,"","2025-10-18 14:54:59","",""
"358","33","500","","",NULL,"","2025-10-18 14:54:59","",""
"359","33","500","","",NULL,"","2025-10-18 14:54:59","",""
"360","33","500","","",NULL,"","2025-10-18 14:54:59","",""
"361","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"362","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"363","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"364","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"365","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"366","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"367","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"368","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"369","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"370","34","300","","",NULL,"","2025-10-18 14:54:59","",""
"371","35","300","","",NULL,"","2025-10-18 14:54:59","",""
"372","35","300","","",NULL,"","2025-10-18 14:54:59","",""
"373","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"374","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"375","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"375","37","347","","",NULL,"","2025-10-18 14:54:59","",""
"376","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"376","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"377","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"377","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"378","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"378","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"379","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"379","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"380","36","300","","",NULL,"","2025-10-18 14:54:59","",""
"380","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"381","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"382","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"383","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"384","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"385","38","300","","",NULL,"","2025-10-18 14:54:59","",""
"387","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"388","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"389","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"390","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"391","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"392","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"393","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"394","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"395","39","300","","",NULL,"","2025-10-18 14:54:59","",""
"406","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"407","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"408","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"409","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"410","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"411","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"412","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"413","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"414","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"415","40","300","","",NULL,"","2025-10-18 14:54:59","",""
"416","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"417","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"418","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"419","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"420","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"421","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"422","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"424","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"425","41","300","","",NULL,"","2025-10-18 14:54:59","",""
"426","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"427","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"428","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"429","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"430","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"431","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"432","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"433","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"434","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"435","42","300","","",NULL,"","2025-10-18 14:54:59","",""
"436","43","300","","",NULL,"","2025-10-18 14:54:59","",""
"437","43","300","","",NULL,"","2025-10-18 14:54:59","",""
"438","43","300","","",NULL,"","2025-10-18 14:54:59","",""
"439","43","100","","",NULL,"","2025-10-18 14:54:59","",""
"440","44","500","","",NULL,"","2025-10-18 14:54:59","",""
"441","44","500","","",NULL,"","2025-10-18 14:54:59","",""
"442","44","500","","",NULL,"","2025-10-18 14:54:59","",""
"443","44","500","","",NULL,"","2025-10-18 14:54:59","",""
"444","44","500","","",NULL,"","2025-10-18 14:54:59","",""
"445","44","500","","",NULL,"","2025-10-18 14:54:59","",""
"446","45","500","","",NULL,"","2025-10-18 14:54:59","",""
"447","45","500","","",NULL,"","2025-10-18 14:54:59","",""
"448","45","500","","",NULL,"","2025-10-18 14:54:59","",""
"449","45","500","","",NULL,"","2025-10-18 14:54:59","",""
"450","45","500","","",NULL,"","2025-10-18 14:54:59","",""
"451","45","500","","",NULL,"","2025-10-18 14:54:59","",""
"452","46","500","","",NULL,"","2025-10-18 14:54:59","",""
"453","46","500","","",NULL,"","2025-10-18 14:54:59","",""
"454","46","500","","",NULL,"","2025-10-18 14:54:59","",""
"455","46","500","","",NULL,"","2025-10-18 14:54:59","",""
"456","46","500","","",NULL,"","2025-10-18 14:54:59","",""
"457","46","500","","",NULL,"","2025-10-18 14:54:59","",""
"458","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"459","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"460","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"461","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"462","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"463","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"464","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"465","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"466","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"467","47","300","","",NULL,"","2025-10-18 14:54:59","",""
"468","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"469","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"470","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"471","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"472","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"473","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"474","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"475","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"476","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"477","48","300","","",NULL,"","2025-10-18 14:54:59","",""
"478","49","300","","",NULL,"","2025-10-18 14:54:59","",""
"479","49","300","","",NULL,"","2025-10-18 14:54:59","",""
"480","49","300","","",NULL,"","2025-10-18 14:54:59","",""
"481","49","300","","",NULL,"","2025-10-18 14:54:59","",""
"482","49","300","","",NULL,"","2025-10-18 14:54:59","",""
"483","49","300","","",NULL,"","2025-10-18 14:54:59","",""
"484","49","200","","",NULL,"","2025-10-18 14:54:59","",""
"485","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"486","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"487","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"488","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"489","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"490","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"491","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"492","50","300","","",NULL,"","2025-10-18 14:54:59","",""
"493","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"494","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"495","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"496","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"497","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"498","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"499","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"500","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"501","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"502","51","300","","",NULL,"","2025-10-18 14:54:59","",""
"503","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"504","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"505","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"506","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"507","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"508","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"509","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"510","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"511","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"512","52","300","","",NULL,"","2025-10-18 14:54:59","",""
"513","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"514","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"515","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"516","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"517","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"518","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"519","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"520","53","300","","",NULL,"","2025-10-18 14:54:59","",""
"521","54","500","","",NULL,"","2025-10-18 14:54:59","",""
"522","54","500","","",NULL,"","2025-10-18 14:54:59","",""
"523","54","500","","",NULL,"","2025-10-18 14:54:59","",""
"524","54","500","","",NULL,"","2025-10-18 14:54:59","",""
"525","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"526","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"527","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"528","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"529","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"530","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"531","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"532","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"533","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"534","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"535","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"536","55","500","","",NULL,"","2025-10-18 14:54:59","",""
"537","56","300","","",NULL,"","2025-10-18 14:54:59","",""
"538","56","300","","",NULL,"","2025-10-18 14:54:59","",""
"539","56","300","","",NULL,"","2025-10-18 14:54:59","",""
"540","56","300","","",NULL,"","2025-10-18 14:54:59","",""
"541","57","300","","",NULL,"","2025-10-18 14:54:59","",""
"542","57","300","","",NULL,"","2025-10-18 14:54:59","",""
"543","57","300","","",NULL,"","2025-10-18 14:54:59","",""
"544","57","300","","",NULL,"","2025-10-18 14:54:59","",""
"545","57","300","","",NULL,"","2025-10-18 14:54:59","",""
"546","57","300","","",NULL,"","2025-10-18 14:54:59","",""
"547","57","200","","",NULL,"","2025-10-18 14:54:59","",""
"548","58","300","","",NULL,"","2025-10-18 14:54:59","",""
"549","58","300","","",NULL,"","2025-10-18 14:54:59","",""
"550","58","300","","",NULL,"","2025-10-18 14:54:59","",""
"551","58","300","","",NULL,"","2025-10-18 14:54:59","",""
"552","58","300","","",NULL,"","2025-10-18 14:54:59","",""
"553","58","100","","",NULL,"","2025-10-18 14:54:59","",""
"554","59","500","","",NULL,"","2025-10-18 14:54:59","",""
"555","59","500","","",NULL,"","2025-10-18 14:54:59","",""
"556","59","500","","",NULL,"","2025-10-18 14:54:59","",""
"557","59","500","","",NULL,"","2025-10-18 14:54:59","",""
"558","59","500","","",NULL,"","2025-10-18 14:54:59","",""
"559","59","500","","",NULL,"","2025-10-18 14:54:59","",""
"560","60","500","","",NULL,"","2025-10-18 14:54:59","",""
"561","60","500","","",NULL,"","2025-10-18 14:54:59","",""
"562","60","500","","",NULL,"","2025-10-18 14:54:59","",""
"563","60","500","","",NULL,"","2025-10-18 14:54:59","",""
"564","60","500","","",NULL,"","2025-10-18 14:54:59","",""
"565","60","500","","",NULL,"","2025-10-18 14:54:59","",""
"566","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"567","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"568","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"569","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"570","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"571","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"572","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"573","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"574","61","300","","",NULL,"","2025-10-18 14:54:59","",""
"575","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"576","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"577","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"578","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"579","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"580","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"581","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"582","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"583","62","300","","",NULL,"","2025-10-18 14:54:59","",""
"584","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"585","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"586","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"587","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"588","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"589","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"590","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"591","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"592","63","300","","",NULL,"","2025-10-18 14:54:59","",""
"593","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"594","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"595","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"596","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"597","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"598","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"599","64","300","","",NULL,"","2025-10-18 14:54:59","",""
"600","65","300","","",NULL,"","2025-10-18 14:54:59","",""
"601","65","300","","",NULL,"","2025-10-18 14:54:59","",""
"602","65","300","","",NULL,"","2025-10-18 14:54:59","",""
"603","65","300","","",NULL,"","2025-10-18 14:54:59","",""
"604","65","300","","",NULL,"","2025-10-18 14:54:59","",""
"605","65","300","","",NULL,"","2025-10-18 14:54:59","",""
"606","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"607","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"608","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"609","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"610","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"611","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"612","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"613","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"614","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"615","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"616","66","300","","",NULL,"","2025-10-18 14:54:59","",""
"617","66","300","","",NULL,"","2025-10-18 14:54:59","",""
